query_id,doc1_id,doc2_id
261521,4424495,1861260
261650,3757642,404185
261652,5767798,8126740
261683,1888140,7857337
272047,2945529,6238391
281002,4474026,3394648
283154,5648323,3514133
294518,7395794,97522
295406,7813600,3360047
296441,1540953,1176442
297019,1968486,8330654
298113,5103288,469611
298550,4956957,3198033
298565,5465246,5853442
300246,6644882,815664
302878,361853,5052465
303045,1946068,8681740
306806,7368019,5503605
307008,868702,7395731
313438,7359303,489670
344955,6213196,6974228
357519,798272,2391873
357664,4514023,7716571
382119,2869947,5016368
388950,843334,217192
391481,6485274,1298616
400696,6379684,7662946
425688,2268192,2268191
427323,6759423,4103118
427532,182033,4125827
427730,7920445,7530343
431602,386001,2236989
455793,4022403,4294856
455853,8583148,7703370
455862,7429430,6967855
456016,317908,1052749
456305,533525,7949689
456443,8137876,1925345
456551,161833,8758471
456734,4559725,5939444
457622,339642,7453305
457714,4871040,3044502
457809,7500363,944042
457842,8760390,1350698
458064,567550,7824939
458110,6554110,4129558
458235,945100,3466841
458771,4354506,3311769
458774,3810338,6569142
458885,2307424,7339410
459280,4752106,4752103
459291,3571092,3278650
459481,4191862,2944741
459948,3119736,8279222
460162,2236596,6546678
460403,7411246,4321273
461078,2521312,7259135
461281,7624295,7624297
461491,1314319,5925095
461601,988793,7503613
462301,7411577,2508688
462765,7430864,7430857
462979,3659421,2419297
463230,3653582,7677235
463443,7421597,4179518
463635,5890345,7757261
464440,6335938,3527483
464484,6727537,6727538
466162,7616903,7616901
466202,391515,6360772
466252,7635938,194026
466335,2232739,8432147
466640,3451721,583705
466738,393203,393202
466774,7984412,6006829
467274,2785460,7378539
467597,2500726,8602525
467612,7729151,4683948
468762,2596807,3429792
468907,7681283,735914
469535,7466852,7466849
469819,6639694,6639697
469873,3376939,6484451
470001,630559,7570591
470385,7064993,3430745
470459,7692482,7692485
470611,1468682,990735
470982,5350376,7636593
471007,5749619,7970687
471197,1861471,5228736
471705,1972132,1556897
472024,7650812,2667914
472359,1929403,6563739
472448,7556882,1331797
473319,3816847,7219317
473361,3825793,4906284
473394,8252960,8252956
473492,8698105,7849682
473886,3571069,3571071
473935,6280487,8031217
474234,5197803,1357759
474419,7668438,7668437
474659,5544197,3983204
474873,1263753,7460929
475402,4143102,4143100
476483,1452412,386697
476724,6623955,8644987
476807,3864993,2406725
476947,7295359,1285994
476977,3694925,8697422
477100,5676126,5051966
477286,7602329,4228846
477309,6829249,7517896
477380,5073023,970873
477639,3692846,1547304
477648,1195744,2412589
478054,7606660,5189605
478063,7703656,1485619
478220,4095326,5612919
478295,7530978,1744117
478359,2764281,8226337
478691,7655212,6184544
478827,6728211,6014386
478981,7842038,4414634
479284,6891307,2663593
479379,543240,1153695
479525,1467141,1241558
479570,7922652,4774201
480064,8005362,799231
480504,5557699,1507646
480536,3308762,3137681
480932,4504264,1221891
481297,6124839,5834951
481387,6059320,6059319
481961,4750643,7853511
482496,245115,135690
482808,3030873,6848711
483028,8179215,6560062
483178,8335013,4936190
483241,953872,7704548
483795,917146,348867
484551,3643118,3643122
485287,3641586,8296134
485558,6972040,185868
486274,5869606,849011
486370,6976587,6976590
486512,1321934,1321936
486623,6865103,3811319
487279,8561071,7768045
487569,7715093,3859399
488198,2035784,6004836
488345,2901317,7664995
488416,7687391,3035940
488676,7462291,1646284
488711,3919317,278279
488825,4921338,2634577
489374,7472216,6262664
489513,8705294,393784
489931,8711773,8503033
490505,7809624,6655986
490802,8619885,8619888
490883,4272405,7120568
490903,4878839,7632334
491585,751390,751393
492681,6926626,6926624
492853,2586837,2985587
493508,7512335,7512329
493543,271336,2967742
494086,7483315,7483312
494346,219365,7681683
494730,4441007,1853124
495018,1384948,7381571
495082,3025376,2926098
495483,2496707,5480176
495680,5334848,4816660
496175,4284578,4383582
496244,6381253,555257
496276,170360,2737294
496717,5022560,6348046
497107,3690478,4619707
497132,7465243,7465242
497470,6476579,845537
497536,7608823,1803733
497596,5529335,7166724
497757,7526870,5431882
498398,5418708,7672465
498478,8547304,2577979
499068,6172591,6735000
499126,7679350,2883609
499413,5879350,5879351
499568,1331560,4521493
499818,7319657,1271338
499904,7003504,5557987
503390,5081217,8503789
503401,6817568,1288887
503580,7706676,6759615
503607,7707295,4367983
503674,4105646,7484924
503833,640648,640652
504044,7670234,4690751
504306,235417,1896434
504335,272950,6841154
505107,4831127,5488530
505152,7461902,7735043
505171,7515983,7515984
505541,4567027,6759980
505810,6603125,3777190
506025,1454398,3001
506438,6259893,154189
506579,3272479,7577227
506985,780419,5878494
507087,4152441,7254538
507381,2795727,4539029
507434,8398308,7041176
507901,1972043,8742757
507934,586800,3539388
508104,8155724,1803958
508316,1434193,8803946
509111,1707002,8008815
509114,379596,3240478
509730,7152442,6796538
510018,6924817,1174825
510152,4043066,1712631
510158,6635817,7256926
510229,848100,848099
510444,5506212,6936981
510858,1785423,5440388
510867,6836485,4418997
510893,6167710,1918320
511101,384438,2585846
511330,6926715,4797001
511367,8330551,4976431
511417,7640003,7640007
511837,2669597,1848427
511861,5810357,6023148
512087,2191536,5268829
512278,2926526,755073
512405,7215870,1454402
512564,41494,2453837
512685,5359465,3484691
512807,291692,5244382
513061,1243325,6647023
513397,6931360,7451308
513779,6736873,6736871
514767,6218339,5176840
514851,5252968,8249875
515185,3257098,1294728
515317,986706,6350044
515335,3282746,987527
515573,2853975,3003403
515813,1236055,364155
516029,1640493,8088728
516413,777689,1086283
517085,7539156,7140145
517117,4719865,7449107
517386,40771,374823
517516,7697792,4190341
518940,6604893,6604889
519145,7384588,5877900
520184,7026458,1620166
520627,7604262,4596066
520636,7512908,3132362
520816,6396380,7707625
521018,336284,7649218
521402,1559691,651901
521801,3978485,7189223
521851,6124288,3962413
522076,7567576,1744660
522151,742295,5250080
522953,5229228,3890359
523062,871333,7548086
523413,5504555,6540315
523621,4791686,2737887
523952,8364786,1022073
524116,3280593,7348868
524166,1104387,2593100
525467,7699061,7699060
532142,2555414,8138101
558046,1964476,8683840
558548,609594,2434494
559318,1683689,1975477
559771,424420,424422
560059,1038092,6053396
560357,2688038,226654
560419,7643652,3049536
561448,5298263,5637653
562594,8566280,6306243
563347,8086300,5032082
563359,1887797,181848
565915,7821459,8455156
567714,7499531,7499534
567759,192020,611341
573899,7519291,1766887
574051,1355045,3409765
574317,7533371,1708985
575616,7416273,5288466
595236,4995623,4686724
605363,7534979,6970471
608197,4810333,4401391
611152,6956603,6800012
617968,4269866,1548454
618979,2037807,8793492
649640,6553650,661215
675320,8264802,8264800
685717,3792338,2252369
688218,7644664,7644660
694726,5610198,7281950
696677,6411911,5211324
718112,1199478,3989445
718444,6217601,7458874
718782,4477211,3777275
719411,7998324,7998322
719749,1281646,6810763
720013,7706962,7706967
720261,8495598,7381570
721409,1487389,7562523
721885,5102455,3271644
722352,341829,7640074
722413,7531799,7531801
722515,6403254,7543772
722981,8062297,3545717
723144,6628941,387763
723781,488152,3979477
724121,7416506,4065294
724275,6443579,5942719
724410,8126408,7188925
724571,3915089,6095664
724579,8692161,6198662
724680,42902,7844018
724733,6853069,4349201
724872,2080611,7416852
724887,2936017,3789496
724947,7169541,8072599
725047,7696629,7696622
725867,5960653,7704831
725951,7140722,5148266
726076,3992129,4778604
726098,6323699,6323695
726614,6289822,3236289
727224,1043757,1578582
727551,8455635,2192989
727699,4552449,2590859
727707,5170313,5110610
727765,1929016,1806982
727779,2698344,6171130
728060,7593645,7593647
728110,7491700,1675566
728150,8089644,5338464
728460,723598,1397112
728823,4578446,4578443
728836,7145634,7646094
729173,186215,186221
729697,1012785,1012789
730229,7534873,8801012
730278,4904008,8828120
730626,7677192,7677194
731545,7475195,5099693
731723,5834555,5834556
731736,5652808,3339519
731759,927693,927696
731886,8268552,7508012
731902,5753924,3918782
732288,3489113,7918107
732448,30163,4290504
732618,6639179,361925
732631,999796,6796476
733186,6754194,7783174
733422,4794085,292659
733510,7781735,4117797
733591,3270776,8374490
733692,4161361,1645057
733892,1682220,5888891
734198,7209282,3287597
734426,3860216,7629602
734979,6287159,4218610
735343,696270,1453660
735384,4683095,2799521
735387,7483828,5910161
735895,7438852,7000347
736125,820571,7597938
736347,7429620,7429627
736713,7442904,1448556
737512,1675420,5928182
737940,2523153,1526059
738162,920102,4377066
738165,5792569,88603
738422,8133839,4376336
738484,7635194,4416667
738525,2387061,6375728
738931,7579535,7579534
739599,2505772,1569044
739671,7467876,2946976
739743,1606419,8113059
739913,4215482,1163146
740263,6187468,228383
740416,5960653,8113059
740624,7564765,7564762
740762,7430558,4265814
740852,8787621,7952473
740876,2855391,2712115
741267,3110712,6119797
741274,3546526,7588034
741392,5718088,1979530
741970,5463886,1041722
741977,1071338,3878423
742022,921154,921153
742446,6853747,429910
742667,5895312,3397685
742822,2650327,2791741
742988,6000231,2074873
743046,7427464,1221663
743668,550831,7175396
743675,6254213,7632566
743693,3082601,7914883
743696,1147811,1147809
743708,2753721,3626689
743868,6131613,901828
744092,1154896,7536186
744109,5348572,5348566
744261,7968209,2934874
744764,7538231,7538232
744891,5603655,4965413
745402,4145815,735732
745469,3865782,6200702
745559,6653967,4226136
745746,3763633,3880690
745794,4886180,4886182
745830,8113059,5960653
745944,6723243,6214045
746055,1253025,101847
746065,2129089,5429238
746438,4254699,3362628
747345,2179291,8114667
747720,8816779,845827
747937,445307,7504077
747985,7634139,5460664
748054,7506787,2004515
748321,6725670,6427613
748672,7136559,6931404
748771,6131943,5262386
748935,1606419,4263811
748997,1061594,6627949
749244,8456001,719674
749267,2788585,2214385
749399,6132585,3266888
749752,8128697,3554025
749955,7783995,425465
750111,7321469,4922897
750421,591040,2922036
750487,247641,247645
750821,4808155,1146449
750946,1867088,7549098
751778,4439992,4439991
751797,4673428,4514073
752700,7629161,7629156
753040,7612276,6219017
753071,3879911,7409695
753168,8134675,7489189
753214,4380120,6635913
753299,1329190,1329199
753480,8094685,166489
753517,3156250,5752519
754113,8549987,1779160
754166,8305885,3522111
754191,2105390,2105393
754509,7113351,8078124
754786,7242385,8271349
755040,4874332,4462198
755093,7419141,7419144
755275,5195145,7516885
755459,7535735,7535734
755465,7453885,1574305
756949,7414926,1606419
757275,6129660,6836683
757511,7432652,7432657
758074,7410676,5791034
758519,7074006,7595979
758720,8777483,5645195
758901,412789,7850558
758909,3370483,2026361
759021,3317453,6334757
759062,2847898,3152176
759503,7478241,7478242
759515,8466313,8466311
760070,7698788,559013
760512,7275268,1727365
760817,7848739,1484190
760908,7864344,7864340
761032,8196049,7896377
761096,6956310,4453938
761388,1284459,8618995
761627,3321838,5821109
761963,6984486,7935320
762059,4501303,5649120
762111,2202652,7348590
762296,1606419,353187
762558,4999158,1499932
762652,75707,3153071
762761,7840615,7840608
763084,3579078,1669606
763619,463395,6662722
764139,4162808,979937
764691,7952108,5960653
765147,7631434,7433719
765512,5363395,673153
765583,4461595,3173247
766202,8567593,6208827
766238,3529408,3646969
766769,2926769,2681475
766804,3391431,3929603
766808,6937084,5734136
767248,3375234,7804461
767671,4728583,4728584
767745,496471,7758949
769630,385829,7580710
770167,6470448,1803965
770233,5087161,7912484
770604,1817027,6311929
770894,1445656,442791
771170,6501563,7747538
771239,7720845,7720853
771314,1980736,386950
771694,5123473,5761686
771734,113127,7738727
772055,7723103,1643283
772928,3138364,2591041
773155,1218243,7740643
773924,1581748,6086872
773998,7754401,7754397
774087,5844586,3827099
774866,50446,475173
775138,435946,3254617
775297,6650790,8474449
775343,2222040,2510128
775355,8488656,7873839
775457,8143484,7886855
776080,2134908,3640170
776122,4375028,2264290
776392,1100831,929884
776465,114231,7245601
776517,5629165,8135326
776576,1084726,123341
776609,3107131,636002
776700,7868949,2060908
777235,7905058,2044944
777297,7777243,7182589
777519,7209692,787306
777792,5984683,923291
778095,3130873,237158
778139,7746484,2407349
778857,7787918,2977339
778890,827283,7731910
778948,4853809,1370647
779475,75372,2764229
779553,7624223,3303406
779674,5489644,2318853
780215,7736091,3051408
780297,5741456,1481935
780336,7742582,7742579
780613,138161,1840536
780850,3901236,2262194
780993,7194366,508023
781074,7774069,6059854
781877,3769396,8508878
782079,7835121,7835115
782253,54318,7697142
782381,8041928,7713873
782417,8589271,1589909
782426,7834838,8043888
782549,7699450,32652
782696,3589641,7805742
783098,3653463,5077948
783277,7523644,4164726
783433,4835650,3128900
783602,7738865,7738859
783687,1430268,7653826
783781,7863235,1353571
783822,2049340,2049343
783843,4932932,7939474
783963,8154890,3068918
783981,922010,922011
784549,2390988,4168802
784700,602253,2157652
784805,1691075,2343890
784961,1704901,5395797
785176,3936343,3936351
785721,5243299,5243300
785772,1294768,247299
786009,4988434,6273130
786021,1032374,7951070
786157,7645184,3620731
786375,7903228,382720
792463,3570263,7760429
794160,4889124,7010604
794319,6935752,7758391
801059,522160,2999043
818421,7972333,2084760
820161,3300819,2642721
820267,4608323,1967119
820899,1930683,7297769
822218,2201197,2220489
822642,8260780,2866010
823549,5757348,6220393
824080,6826478,4690435
824282,2845377,3836189
824371,1193539,1008157
824938,4342223,4297672
825147,8602943,6213521
825583,7882336,4589314
826153,1864355,1470345
827791,6689121,1089151
827801,213377,195906
828036,2558288,7386276
828093,351739,7947432
828588,285954,5479994
829050,7746183,5155823
829087,7952777,2048337
830040,1729731,5814137
830649,733130,1374125
836044,4309912,3338993
837467,139883,3218352
837681,4537874,4537872
837740,1463541,581537
839488,7866004,7866010
844658,777761,2480684
855029,4660393,7964040
862701,6578410,1261772
862742,6915308,6876075
863187,1606419,7849422
863499,2827809,5751720
863817,3240285,2152754
864905,4205629,1496443
865616,7729074,8185944
865660,7948050,3470625
868953,336697,2422095
870422,129668,129664
879869,5342918,2836292
904295,7781615,8176178
906901,2339281,5774318
907334,1796944,7632675
909048,6504586,5764135
909273,4385273,1535567
909506,8654467,7027347
912899,4360669,3949321
914845,4907844,3495134
924398,1777797,1777802
932223,7812781,7812786
954144,303830,4306414
959589,5267474,2827861
968004,5176133,8611167
968921,4975583,1765844
980168,800534,4892799
980633,7805479,7805478
981006,4562550,1129060
981400,7734160,5620295
982348,7889629,4683753
982481,974227,3364246
983438,2409126,7768137
983451,4859458,2409126
983499,2379581,3859846
983543,7739081,7739077
983708,1602198,1602200
984075,3735093,3852648
984178,347885,347878
984434,7842984,7842981
984499,2530570,2530575
984770,7717538,7717537
984856,7295883,6263406
984930,4300287,4460519
984948,7295782,1685264
984992,397962,2141076
985158,620990,2312263
985165,6066998,7295425
985167,2858693,4386192
985173,450474,5800343
985207,6853274,7295282
985259,4029976,4029971
985275,5729272,5466798
985304,5422955,5859984
985360,4901748,7294879
985371,339213,2334507
985372,3281127,3281131
985431,7294729,2684874
985433,7294710,4878564
985461,5635167,7308140
985644,1782579,3052208
985653,7897736,2035950
985736,5004635,8184556
985752,7424729,3735585
985905,4546289,7927792
986068,4827684,2412190
986162,5412588,4870933
986197,8716786,511306
986210,8511640,2220692
986325,1979692,7888397
986411,5331835,8170652
986427,24564,1507863
986472,3996627,7292947
986484,2782276,7183216
986494,4403918,8184252
986733,5914152,2613246
986791,5464739,7292469
986793,4675231,3020459
986852,8769782,5025454
986932,4292383,7846758
986935,8231478,7292187
986936,2129461,8466628
986972,7735236,7735233
987066,7291931,3625088
987100,3016488,4640979
987183,3784597,1221370
987192,7224903,3337443
987230,4708896,7883415
987237,5372108,6517751
987309,3068776,7123203
987486,8092487,7726546
987502,7291173,7291169
987567,1693592,4772455
987573,4057385,7291024
987671,2405964,2064909
987791,7805438,7805437
987809,2014828,3977438
987822,3456133,8229656
987823,7290470,7290477
987845,4195289,4195291
987914,2409126,4859458
987978,2409126,7802970
988119,5417640,5417631
988121,4322586,5280501
988122,4504029,4948333
988124,6037133,8640043
988142,57235,7469744
988149,4845021,3836424
988169,4809431,524562
988211,7289438,2562593
988269,8753215,4201362
988294,480451,2502133
988306,4138388,8729720
988416,7289137,7289135
988504,4840494,4840488
988512,6153361,6153363
988540,173854,173852
988636,1335329,8736877
988653,391908,7293670
988710,3647256,2965211
988742,3662394,932185
988743,7718574,7287897
988745,1624465,712111
988787,3657734,7287676
988911,3958154,3362481
988915,7276043,3583695
988954,7730330,668411
988960,2362170,2362171
988988,2768230,2768224
989042,4638372,3261986
989099,7447142,1280737
989108,4581014,3049873
989213,4643652,7606918
989396,8183740,4558116
989530,7285994,6875718
989543,2481322,8462420
989573,3476867,5321161
989647,789389,789386
989676,4180715,7285739
989831,2317810,2317813
989855,7726175,3802204
989866,3264795,4334396
989870,7285417,3413327
989894,6542886,4282664
989912,3939720,4132581
989963,5348531,1023620
989994,6600913,7347701
990010,7856462,7856454
990026,7285108,7285104
990093,7285000,7285001
990176,1987389,4775210
990197,4189487,7837162
990223,6686505,4577802
990307,7244004,7284568
990345,6621316,8064217
990375,7284448,7284442
990459,3709831,7284238
990481,4064809,4064812
990526,1725446,3440226
990649,5214745,2381237
990763,7729022,7283747
990784,7878871,4408921
990841,2850365,8035964
990852,8351090,7283551
990995,7283346,3197837
991032,7078175,3565165
991044,3464728,7869355
991064,2543313,7838345
991079,2261481,7103893
991111,6147199,3727993
991138,833260,3147748
991171,7282855,3684761
991207,6823563,6823559
991240,7821344,6054815
991324,6911517,7846666
991342,4196276,4196274
991364,7282338,2866498
991383,5972710,5972704
991419,7887305,3213755
991471,8337078,3835784
991590,1736584,4893221
991598,3275095,5311827
991662,6672762,6753881
991685,120973,4558743
991748,2901631,3727097
991761,420467,2062010
991762,3847934,2295280
991782,2401650,5341497
991832,3679404,4724934
991854,5037250,3119959
991894,7797464,7797465
991938,3579781,7937891
992120,8163242,8163237
992184,2187613,8674772
992191,8716126,7280609
992193,3519193,8064765
992224,2083011,516166
992257,429040,4127587
992340,3490423,7865917
992363,8687552,7416934
992365,7193165,2242069
992367,1114444,5082870
992383,7769750,3041926
992433,8510466,2133118
992531,8057885,4938614
992535,869105,4790532
992559,4022086,7279483
992605,1426161,7906639
992652,349002,2525123
992659,7279285,4059621
992660,544525,1160522
992729,4748745,8348034
992757,8613572,4413184
992802,7279029,7279024
992839,2245335,2245330
992840,8043513,7856490
992869,1039261,8434432
992946,7278581,4142889
992949,3133667,5648728
992950,7497551,8487917
993041,288451,288455
993107,1019118,895334
993153,5560910,7127152
993174,2409126,7592869
993178,5884395,8329908
993234,929865,818784
993255,7002828,3980136
993320,7904881,1895327
993492,2350526,7730676
993501,5157053,5157055
993544,7372461,7372460
993606,5978480,5978481
993627,7127512,8543746
993651,6817967,485057
993748,4193951,2535399
993795,6354823,4566048
993821,1705992,7276703
993834,1619676,1734341
993876,6345258,3332725
993883,5266328,5266330
993987,3908068,1082688
993996,1833309,7343216
994005,7276240,8590252
994012,8269346,502155
994070,7275953,6180891
994085,3866244,2387468
994087,469436,7624308
994112,1961275,5609294
994133,85434,4967180
994228,1748692,997120
994311,7876793,1583250
994338,721647,4875725
994397,8131137,5479064
994449,1151105,615598
994478,4575114,4508768
994479,3786090,7072120
994533,7274995,1979892
994582,7930006,5079343
994688,6839747,2058716
994792,2864037,7274662
994830,5666054,255928
994867,7274572,1114977
994918,5654776,2699961
994941,5024929,3488661
994947,1587697,7274433
995029,5410539,4989049
995125,1033445,7782702
995141,2326809,7915941
995176,6586058,4711431
995212,7505953,1704457
995221,2778259,7274095
995280,2825509,3532326
995380,7273891,1648960
995443,5139438,373762
995526,3028289,4770136
995576,6819846,2395705
995595,8743939,1981598
995598,125011,7382589
995756,7273319,7273316
995789,1695832,2456408
995805,155415,1461759
995806,459385,7273162
995825,8339770,7845838
996011,690977,3091191
996042,7945165,7945156
996054,4382574,1595905
996119,6912795,6593946
996181,1882107,3165324
996272,2709964,5392768
996317,4915976,7978112
996328,2468346,7272110
996414,3582106,4350083
996623,6351528,8230608
996634,8190502,2499128
996653,1337856,7858506
996805,5303379,7271299
996825,6728590,7271167
996835,1927592,7561951
996922,3146658,997776
997017,3672687,383337
997044,6062180,6062184
997086,1192190,7270725
997122,3920117,5078401
997227,7270358,6632922
997351,5952473,5952468
997449,5902241,4204400
997481,2755026,1779544
997533,2429562,7889632
997542,7477118,5820482
997648,3938443,7009723
997649,946064,6738463
997713,5255948,3277269
997744,7269446,3301681
997808,2308702,7269235
997860,7139148,1426288
997872,4374184,3333754
997878,1965733,7268978
997913,2409126,7268932
997935,3400383,2895182
998013,513644,8568988
998062,2345090,5163505
998093,4364326,8705725
998101,626473,6195891
998174,8141375,7268435
998192,2149665,3744239
998246,3332436,4112434
998247,545707,8596248
998248,3523533,7126279
998309,6296355,1104305
998381,3216736,750878
998417,2843890,8638532
998482,5031170,2260405
998485,7268023,7268026
998493,3734655,5172863
998569,7267839,272334
998591,7267817,7729938
998609,6062400,2937710
998641,2920168,8455103
998646,7267602,8781115
998658,5432293,3240101
998675,7313156,7267527
998680,2753791,7267493
998681,1167782,7082508
998735,3786262,5081578
998802,4550813,4453128
998834,7776303,5433803
998891,945550,1771961
998903,2409126,7266831
998905,1161632,7266811
998941,2022842,4867274
998965,803256,7778326
999028,6996649,4956887
999086,5080245,5080237
999089,7266164,7417349
999110,1851541,5027940
999192,3960749,3646336
999261,1560002,727147
999356,865562,3909794
999385,1358962,7234027
999391,4209266,3750073
999416,6086089,5789924
999439,4821517,8752221
999469,7265345,7265351
999481,8680138,3348489
999517,1349213,1659576
999518,6298855,6883078
999550,1691160,2491252
999552,7721716,7265152
999555,371412,7804966
999567,7265116,7265107
999610,8252899,8252903
999637,7827600,829988
999641,7957985,7957987
999685,5522822,7264926
999691,2456188,4590656
999756,3200505,3006114
999791,3009406,3009409
999836,2761485,6997889
999897,3304080,2174072
999921,2066868,1395226
999942,383322,2955567
1000000,6727655,225389
1000004,4537048,7264266
1000006,1617127,7936840
1000017,1636049,4264373
1000030,5432210,7264227
1000083,9570,2745456
1000097,7844851,7844855
1000170,344079,4407063
1000232,6464091,7263962
1000272,7263749,2759520
1000319,6480487,703511
1000459,5399273,5399272
1000472,3228336,4937287
1000509,7936833,7936830
1000519,5123013,7263153
1000574,1928050,7262862
1000585,6616305,4757934
1000619,2183427,7481474
1000678,4075446,4075458
1000681,5016429,7262581
1000798,4112380,6440530
1000864,2582073,7262321
1000906,6715454,6177788
1000951,4836878,7926668
1000959,1108381,942070
1001108,4009962,2928441
1001279,4243607,6657981
1001381,8694348,4075249
1001397,7261904,978264
1001454,7261846,7747058
1001810,3216180,7469884
1001903,6014596,6014595
1001926,5354054,985216
1001981,3440747,3440748
1001999,6386381,2180543
1002058,7261053,1335781
1002145,5233236,6234661
1002148,991078,4880509
1002197,3277243,3383669
1002238,6229867,8760062
1002252,5458187,5458189
1002274,7260602,5196270
1002330,3777483,5318710
1002426,8196725,2309385
1002482,8627096,5322451
1002554,6798355,4504325
